ST	n
ST13027	1
ST1303	34
ST13030	1
ST13034	1
ST13035	1
ST1304	98
ST13040	1
ST13041	1
ST13042	1
ST13043	1
ST13044	2
ST13046	1
ST13047	1
ST13048	2
ST13049	1
ST13050	1
ST13051	1
ST13052	1
ST13053	1
ST13054	1
ST13055	3
ST13057	1
ST13059	1
ST13064	1
ST13065	2
ST13066	5
ST13067	1
ST13068	1
ST13069	1
ST1307	14
ST13070	2
ST13071	1
ST13072	1
ST13073	1
ST13074	1
ST13075	1
ST13076	1
ST13077	1
ST13078	1
ST13079	1
ST1308	115
ST13080	1
ST13081	1
ST13082	1
ST13083	1
ST13086	1
ST13087	1
ST13091	1
ST13092	1
ST13093	1
ST131	10228
ST1310	7
ST13101	1
ST13102	1
ST13103	1
ST13104	2
ST13105	1
ST13106	1
ST13107	1
ST13108	1
ST13109	1
ST13110	1
ST13111	1
ST13112	1
ST13113	1
ST13114	1
ST13115	1
ST13116	1
ST13117	1
ST13118	8
ST13119	1
ST1312	76
ST13123	1
ST13124	1
ST13125	1
ST13126	3
ST13127	1
ST13128	1
ST13132	1
ST13133	2
ST13135	1
ST1314	3
ST13141	1
ST13148	2
ST13153	1
ST13155	2
ST13156	1
ST13157	1
ST1316	23
ST13163	2
ST13164	1
ST13165	1
ST13166	1
ST13167	1
ST13168	1
ST13169	1
ST1317	15
ST13170	1
ST13171	1
ST13172	2
ST13176	1
ST13177	1
ST13180	1
ST13182	1
ST13183	1
ST13184	1
ST13185	1
ST13186	1
ST13187	1
ST13188	1
ST13189	1
ST1319	2
ST13191	1
ST13192	1
ST13193	1
ST13194	1
ST13195	1
ST13199	1
ST132	20
ST1320	2
ST13200	1
ST13203	1
ST13206	1
ST13207	1
ST13208	1
ST13216	2
ST13217	1
ST13218	1
ST13219	1
ST1322	2
ST13220	2
ST13221	1
ST13222	1
ST13224	1
ST13225	1
ST13226	1
ST13227	1
ST13228	2
ST13229	1
ST1323	5
ST13230	1
ST13231	1
ST13234	1
ST13237	2
ST1324	17
ST13242	1
ST13243	1
ST13244	1
ST1325	5
ST13250	1
ST13251	1
ST13252	2
ST13253	1
ST1326	36
ST13261	1
ST13264	1
ST13266	1
ST13267	1
ST13268	1
ST13269	1
ST1327	1
ST13270	1
ST13271	1
ST13272	1
ST13273	1
ST13274	1
ST1328	1
ST13283	2
ST13284	1
ST13285	1
ST13286	1
ST13287	1
ST13288	1
ST13289	1
ST1329	1
ST13290	1
ST13291	1
ST13292	1
ST13293	1
ST13294	1
ST13297	1
ST13298	3
ST13299	1
ST1330	1
ST13300	1
ST13301	1
ST13306	1
ST13307	1
ST13308	4
ST13309	1
ST1331	1
ST13310	1
ST13311	1
ST13312	1
ST13313	1
ST13315	1
ST13316	1
ST13317	2
ST13319	1
ST1332	2
ST13321	1
ST13322	3
ST13323	1
ST13327	1
ST13328	1
ST13329	1
ST1333	6
ST13331	1
ST13334	2
ST13335	1
ST13338	2
ST13339	3
ST1334	2
ST13343	1
ST13348	2
ST1335	1
ST13352	2
ST13354	1
ST13355	1
ST1336	3
ST13361	1
ST13366	1
ST13367	1
ST13368	5
ST13369	1
ST13370	3
ST13371	4
ST13373	1
ST13386	1
ST1339	1
ST13390	1
ST13391	2
ST13392	1
ST13393	1
ST13394	3
ST13395	1
ST13396	1
ST13397	2
ST13398	1
ST13399	1
ST134	8
ST1340	12
ST13409	1
ST1341	1
ST13410	2
ST13411	1
ST13414	3
ST13415	1
ST13416	2
ST13417	1
ST13418	1
ST13421	1
ST13422	1
ST13424	1
ST13425	1
ST13427	1
ST13430	1
ST13431	1
ST13432	1
ST13433	1
ST13434	1
ST13435	1
ST13437	1
ST13438	1
ST13439	1
ST13440	1
ST13444	1
ST13445	1
ST13447	1
ST13448	1
ST13449	2
ST13450	1
ST13452	1
ST13453	3
ST13455	1
ST13459	1
ST13460	12
ST13467	3
ST13471	2
ST13473	2
ST13474	1
ST13475	3
ST13476	1
ST13477	1
ST13478	1
ST13479	1
ST13480	1
ST13481	1
ST13482	4
ST13483	1
ST13484	1
ST13485	1
ST13486	1
ST13487	1
ST13488	1
ST13489	5
ST13490	1
ST13492	1
ST13493	2
ST13494	1
ST13495	2
ST13496	2
ST13497	1
ST13498	1
ST13499	1
ST135	172
ST13500	1
ST13501	8
ST13507	1
ST13508	1
ST13509	1
ST13510	1
ST13511	1
ST13512	1
ST13513	1
ST13514	1
ST13515	1
ST13521	1
ST13523	1
ST13524	1
ST13525	1
ST13526	1
ST13527	15
ST13528	3
ST13529	1
ST13530	1
ST13531	1
ST13532	1
ST13533	1
ST13535	1
ST13536	3
ST13539	1
ST13540	1
ST13541	1
ST13542	1
ST13543	1
ST13544	2
ST13551	1
ST13552	1
ST13553	1
ST13554	1
ST13555	1
ST13556	1
ST13557	2
ST13558	1
ST13559	1
ST13560	2
ST13561	1
ST13562	1
ST13563	1
ST13566	1
ST13567	1
ST13568	1
ST13569	1
ST13570	1
ST13571	1
ST13572	1
ST13574	1
ST13575	1
ST13576	1
ST13589	1
ST13590	1
ST13591	1
ST13592	2
ST13593	1
ST13594	1
ST13595	1
ST13596	3
ST13597	1
ST13598	2
ST13599	2
ST136	50
ST13600	1
ST13601	1
ST13602	1
ST13603	1
ST13604	2
ST13605	1
ST13606	1
ST13607	1
ST13608	1
ST13609	1
ST13610	1
ST13611	2
ST13612	1
ST13613	1
ST13614	1
ST13622	1
ST13625	1
ST13626	2
ST13627	2
ST13628	1
ST13629	2
ST1363	1
ST13630	1
ST13631	1
ST13632	2
ST13633	1
ST13634	1
ST13635	1
ST13636	1
ST13637	1
ST13638	1
ST13639	1
ST1364	1
ST13640	1
ST13641	2
ST13642	1
ST13643	1
ST13644	1
ST13646	1
ST13649	1
ST13650	1
ST13651	1
ST13652	1
ST13653	1
ST13654	2
ST13655	1
ST13660	1
ST13661	1
ST13662	1
ST13665	1
ST13666	1
ST13669	1
ST13671	1
ST13672	1
ST13673	6
ST13674	1
ST13675	1
ST13676	1
ST13678	1
ST13679	2
ST13680	1
ST13682	1
ST13683	1
ST13684	1
ST13685	1
ST13686	1
ST13687	1
ST13688	1
ST13690	1
ST13693	1
ST13694	1
ST137	97
ST13700	1
ST13701	1
ST13702	1
ST13703	1
ST13704	1
ST13705	2
ST13706	1
ST13707	1
ST13708	1
ST13709	1
ST13710	1
ST13711	1
ST13714	1
ST13715	1
ST13716	1
ST13717	1
ST13718	1
ST13723	1
ST13724	1
ST13725	1
ST13726	1
ST13727	1
ST13728	1
ST13729	1
ST13731	1
ST13732	1
ST13733	1
ST13734	1
ST13735	1
ST13736	1
ST13737	1
ST13738	1
ST13739	1
ST13745	1
ST13746	1
ST13747	1
ST13749	1
ST13750	2
ST13751	1
ST13752	1
ST13755	1
ST13756	1
ST13757	1
ST13758	2
ST13760	2
ST13761	3
ST13763	1
ST13764	1
ST13765	1
ST13766	1
ST13767	1
ST13768	2
ST13769	1
ST13770	1
ST13771	1
ST13772	1
ST13773	1
ST13774	1
ST13775	1
ST13776	1
ST13777	1
ST13778	1
ST13779	1
ST13780	1
ST13797	1
ST13798	1
ST13799	1
ST1380	67
ST13800	1
ST13801	1
ST13802	1
ST13804	1
ST13805	1
ST13822	1
ST13823	2
ST13824	1
ST13825	1
ST13826	1
ST13827	1
ST13828	1
ST13829	1
ST1383	1
ST13830	1
ST13831	1
ST13837	5
ST13838	1
ST13846	1
ST13848	1
ST13849	1
ST1385	40
ST13850	1
ST1386	5
ST13860	1
ST13868	1
ST13872	5
ST13873	1
ST13878	1
ST13879	1
ST13882	1
ST13883	1
ST13884	1
ST13890	1
ST13891	1
ST13892	1
ST13895	1
ST13896	1
ST13897	1
ST13898	1
ST13899	1
ST139	1
ST1390	1
ST13900	1
ST13901	1
ST13902	1
ST13903	1
ST13904	1
ST13905	1
ST13906	1
ST13907	1
ST13908	1
ST13909	1
ST13910	1
ST13921	1
ST13924	1
ST13925	1
ST13926	1
ST13929	1
ST13930	2
ST13935	1
ST13936	1
ST13937	10
ST13938	4
ST13939	1
ST1394	1
ST1395	3
ST13954	1
ST1396	7
ST13963	1
ST13964	1
ST13966	1
ST13967	1
ST13969	1
ST1397	3
ST13970	1
ST13971	1
ST13972	1
ST13973	1
ST13976	1
ST13977	1
ST13978	1
ST13979	1
ST1398	1
ST13980	1
ST13981	1
ST13982	1
ST13984	1
ST1399	1
ST13992	1
ST13993	1
ST13994	2
ST13995	1
ST13996	1
ST14	101
ST140	75
ST1400	2
ST14001	1
ST14002	2
ST14003	1
ST14004	1
ST14005	1
ST14006	1
ST14007	1
ST14008	1
ST14009	1
ST1401	1
ST14010	1
ST14011	1
ST14012	2
ST14014	1
ST14015	1
ST14016	4
ST14017	1
ST14018	1
ST14019	1
ST14020	1
ST14023	1
ST14024	1
ST14025	1
ST14026	1
ST14027	1
ST14028	1
ST14029	1
ST1403	19
ST14030	1
ST14031	1
ST14032	1
ST14033	1
ST14034	1
ST14035	1
ST14036	1
ST14037	1
ST14038	1
ST14039	1
ST14040	1
ST14041	1
ST14042	1
ST14043	1
ST14044	1
ST14045	1
ST14046	1
ST14047	2
ST14048	1
ST14049	1
ST1405	1
ST14050	1
ST14051	1
ST14052	1
ST14053	1
ST14054	1
ST14055	1
ST14056	1
ST14057	1
ST14058	1
ST14059	1
ST1406	29
ST14060	1
ST14061	1
ST14062	1
ST14063	1
ST14064	3
ST14065	1
ST14066	1
ST14067	1
ST14068	1
ST14069	1
ST1407	9
ST14070	1
ST14071	1
ST14072	1
ST14073	1
ST14074	1
ST14077	1
ST1408	17
ST14082	1
ST14084	1
ST14085	1
ST14086	1
ST14087	1
ST14088	1
ST14089	1
ST14090	1
ST14091	1
ST14092	1
ST14093	1
ST14094	1
ST14095	1
ST14096	1
ST14097	1
ST14098	1
ST14099	1
ST141	448
ST14100	1
ST14101	1
ST14103	1
ST14104	1
ST14105	2
ST14106	1
ST14107	1
ST14108	1
ST14109	1
ST14116	1
ST14117	1
ST14118	1
ST14119	1
ST14130	1
ST14131	2
ST14133	1
ST14134	1
ST14137	1
ST14138	1
ST14140	1
ST14141	1
ST14142	1
ST14143	1
ST14144	1
ST14145	1
ST14146	1
ST14147	1
ST14148	1
ST14149	1
ST1415	33
ST14150	2
ST14151	4
ST14152	1
ST14153	2
ST14154	1
ST14155	1
ST14156	1
ST14157	1
ST14158	1
ST14159	1
ST14160	1
ST14161	1
ST14162	1
ST14163	2
ST14164	1
ST14165	1
ST14166	3
ST14167	1
ST14168	3
ST14170	1
ST14171	1
ST14173	1
ST14174	1
ST14175	1
ST14176	1
ST14178	1
ST14179	1
ST14180	1
ST14181	3
ST14182	5
ST14183	2
ST14184	1
ST14185	1
ST14187	1
ST14188	3
ST14189	1
ST14190	1
ST14191	1
ST14192	1
ST14193	1
ST14194	1
ST14195	1
ST14196	1
ST14197	6
ST14198	1
ST14199	1
ST14200	1
ST14201	1
ST14202	1
ST14203	1
ST14204	4
ST14206	1
ST14207	1
ST14208	1
ST1421	64
ST14210	1
ST14211	1
ST14212	1
ST14213	1
ST14214	1
ST14218	1
ST14219	1
ST14220	1
ST14221	2
ST14222	1
ST14223	2
ST14224	1
ST14225	1
ST14226	1
ST14227	3
ST14228	1
ST14229	1
ST1423	60
ST14230	1
ST14231	1
ST14232	1
ST14234	1
ST14235	1
ST14236	1
ST14237	1
ST14238	1
ST14239	1
ST14240	1
ST14241	1
ST14242	1
ST14243	1
ST14244	1
ST14245	2
ST14246	1
ST14247	1
ST14248	1
ST14249	1
ST14250	1
ST14251	1
ST14252	1
ST14254	1
ST14255	1
ST14257	1
ST1426	6
ST14261	1
ST14262	1
ST14263	1
ST14264	1
ST14265	1
ST14266	1
ST14280	1
ST14282	1
ST14286	1
ST14287	1
ST1429	20
ST14290	1
ST14291	10
ST14292	1
ST14293	8
ST14294	1
ST14295	1
ST14296	1
ST14305	1
ST14306	1
ST14307	1
ST14308	1
ST14309	1
ST1431	115
ST14313	1
ST14316	1
ST14317	1
ST14318	1
ST14319	1
ST1432	7
ST14321	1
ST14322	1
ST14324	1
ST14326	1
ST14327	1
ST14328	1
ST14329	1
ST1433	17
ST14330	2
ST14331	1
ST14332	1
ST14333	1
ST14334	1
ST14335	1
ST14337	1
ST1434	137
ST14340	1
ST14341	1
ST14346	1
ST14347	1
ST14349	1
ST14358	1
ST14360	1
ST14369	1
ST1437	5
ST14390	1
ST14391	1
ST14392	1
ST14393	1
ST14396	1
ST14398	1
ST14399	1
ST144	134
ST14400	9
ST14401	1
ST14403	1
ST14406	1
ST14407	1
ST1441	7
ST14413	1
ST14414	1
ST14415	2
ST14416	1
ST1442	1
ST14420	1
ST14421	1
ST14422	1
ST14424	1
ST14431	2
ST14438	1
ST1444	10
ST14441	1
ST1451	1
ST1456	1
ST1457	1
ST1458	1
ST1459	2
ST1460	1
ST1463	28
ST1465	1
ST1466	1
ST1472	2
ST1480	7
ST1483	5
ST1485	140
ST1486	7
ST1487	2
ST1488	3
ST1490	21
ST1491	55
ST1494	11
ST1495	4
ST1497	2
ST1499	1
ST15	7
ST1500	1
ST1508	25
ST1510	20
ST1514	1
ST1518	3
ST1521	1
ST1531	2
ST1539	1
ST154	381
ST1540	1
ST1541	1
ST1545	1
ST155	1490
ST1550	1
ST1551	16
ST1552	2
ST1556	1
ST1557	2
ST1558	1
ST1559	1
ST156	366
ST1563	2
ST1564	50
ST1567	6
ST157	1
ST1571	2
ST1573	3
ST1576	2
ST1582	17
ST1583	7
ST1584	1
ST1585	23
ST1586	6
ST1587	3
ST1588	8
ST1589	6
ST159	22
ST1590	2
ST1592	21
ST1594	56
ST1595	2
ST1597	10
ST1598	29
ST16	803
ST160	4
ST1602	25
ST1604	1
ST1607	10
ST161	1
ST1610	3
ST1611	133
ST1613	5
ST1615	14
ST1618	44
ST1619	1
ST162	912
ST1621	2
ST1623	36
ST1624	1
ST1625	1
ST1626	1
ST1629	24
ST1630	11
ST1632	3
ST1633	5
ST1634	2
ST1635	1
ST1638	71
ST164	185
ST1640	18
ST1642	61
ST1643	10
ST165	176
ST1652	4
ST1655	1
ST1656	14
ST1662	9
ST1663	3
ST1664	6
ST1665	77
ST1669	1
ST167	957
ST1670	31
ST1671	1
ST1672	1
ST1673	9
ST1674	14
ST1677	5
ST1679	29
ST1684	61
ST1685	4
ST1686	6
ST1688	1
ST1695	13
ST17	1845
ST170	3
ST1702	26
ST1703	2
ST1704	16
ST1705	7
ST1706	25
ST1707	1
ST1709	6
ST1711	3
ST1714	1
ST1715	4
ST1716	44
ST1717	5
ST1718	17
ST1720	13
ST1721	26
ST1722	146
ST1723	21
ST1724	10
ST1725	7
ST1726	11
ST1727	144
ST173	88
ST1730	45
ST1732	1
ST1734	1
ST1735	47
ST1736	1
ST1737	13
ST174	20
ST1743	1
ST1744	1
ST1746	1
ST1748	1
ST175	2
ST1750	1
ST1754	1
ST1757	1
ST1758	2
ST176	12
ST1760	1
ST1761	5
ST1771	32
ST1775	10
ST1777	4
ST178	1
ST1781	2
ST1785	3
ST1786	6
ST1788	8
ST1790	3
ST1792	49
ST1793	8
ST1794	9
ST1797	1
ST1798	2
ST180	13
ST1800	20
ST1804	76
ST1807	1
ST1808	1
ST1809	1
ST181	24
ST1817	42
ST1818	28
ST182	184
ST1823	3
ST1825	7
ST1826	2
ST1828	5
ST1829	2
ST1830	1
ST1833	26
ST1834	1
ST1835	1
ST1838	2
ST1841	4
ST1842	3
ST1844	118
ST1846	1
ST1849	3
ST1850	21
ST1851	23
ST1852	7
ST1857	5
ST1858	19
ST1859	37
ST1861	3
ST1865	2
ST1867	1
ST1868	11
ST187	57
ST1870	1
ST1873	5
ST1876	3
ST1877	14
ST188	2
ST1880	6
ST1882	7
ST1883	2
ST1884	5
ST1888	2
ST1889	10
ST189	235
ST1890	5
ST1891	7
ST1892	8
ST1896	2
ST19	3
ST190	2
ST1905	3
ST1907	5
ST191	53
ST1914	54
ST1915	1
ST192	40
ST193	3
ST1938	4
ST1944	10
ST1946	27
ST195	12
ST1951	4
ST1952	6
ST1954	1
ST1955	9
ST196	125
ST1967	238
ST1968	13
ST197	6
ST1972	13
ST1973	7
ST1982	1
ST1988	3
ST1992	29
ST1993	4
ST1994	9
ST1997	1
ST1998	4
ST2	11
ST20	194
ST200	226
ST2001	19
ST2002	2
ST2003	45
ST2005	35
ST2006	9
ST2008	42
ST201	92
ST2011	13
ST2012	1
ST2013	6
ST2014	8
ST2015	59
ST2016	5
ST2017	6
ST202	27
ST2020	11
ST2025	32
ST2026	3
ST2028	4
ST2029	1
ST2030	4
ST2035	45
ST2036	4
ST2040	127
ST2041	8
ST2042	2
ST205	246
ST206	460
ST2063	8
ST2064	18
ST2065	5
ST2067	34
ST2068	3
ST2069	1
ST207	5
ST2070	4
ST2072	1
ST2073	13
ST2074	5
ST2075	1
ST2076	33
ST2077	20
ST2079	42
ST208	2
ST2083	22
ST2085	10
ST2086	4
ST2087	1
ST2088	6
ST2089	18
ST209	6
ST2094	1
ST21	3783
ST210	15
ST2101	20
ST2103	6
ST211	2
ST2110	1
ST2111	16
ST2113	1
ST2115	1
ST2116	1
ST2117	1
ST2118	1
ST2119	2
ST212	168
ST2120	1
ST2122	1
ST2123	1
ST2124	1
ST2125	1
ST2134	1
ST2135	1
ST2137	2
ST2138	1
ST2139	3
ST2140	1
ST2141	9
ST2143	1
ST2144	77
ST2149	1
ST215	39
ST2150	3
ST2153	1
ST2155	1
ST2156	1
ST216	238
ST2160	4
ST2161	11
ST2163	15
ST2164	10
ST2165	42
ST2166	7
ST2167	1
ST2168	3
ST2169	4
ST2170	12
ST2171	25
ST2172	8
ST2173	2
ST2175	47
ST2178	87
ST2179	62
ST218	117
ST2183	1
ST2184	1
ST2186	10
ST2187	2
ST219	47
ST2197	12
ST2200	5
ST2201	2
ST2207	11
ST2211	1
ST2216	1
ST2217	104
ST2218	1
ST2223	22
ST2226	5
ST2227	5
ST223	232
ST2230	18
ST224	480
ST2242	1
ST2244	1
ST2248	18
ST225	1
ST2251	1
ST2253	48
ST226	137
ST227	82
ST2271	2
ST2272	2
ST2278	1
ST2279	32
ST2280	30
ST2283	4
ST23	1007
ST2301	11
ST2303	2
ST2307	39
ST2308	11
ST2309	42
ST2313	4
ST2320	1
ST2325	91
ST2328	19
ST2329	10
ST2332	32
ST2334	7
ST2338	8
ST2340	1
ST2341	1
ST2342	1
ST2345	9
ST2346	28
ST2347	2
ST2348	3
ST2349	4
ST2350	16
ST2351	16
ST2352	1
ST2353	26
ST2354	19
ST2356	19
ST2357	1
ST2358	1
ST2359	1
ST2366	1
ST2367	1
ST2368	6
ST2371	1
ST2380	21
ST2385	84
ST2387	70
ST2388	21
ST2389	25
ST2390	1
ST24	2
ST2402	2
ST2403	1
ST2404	1
ST2413	1
ST2415	1
ST2417	1
ST2418	1
ST2425	12
ST2429	1
ST2436	4
ST2448	4
ST2449	14
ST2450	13
ST2453	2
ST2456	7
ST2458	3
ST2459	4
ST2461	6
ST2464	1
ST2465	1
ST2466	4
ST2467	1
ST2473	20
ST2474	6
ST2475	12
ST2476	2
ST2481	1
ST2485	31
ST2486	1
ST2487	1
ST2491	26
ST2494	2
ST2496	13
ST25	414
ST2500	2
ST2502	1
ST2505	14
ST2508	1
ST2509	10
ST2514	16
ST2515	1
ST2516	1
ST2517	3
ST2520	109
ST2521	82
ST2522	119
ST2524	5
ST2526	10
ST2530	2
ST2531	38
ST2532	2
ST2534	2
ST2536	15
ST2538	23
ST2539	11
ST2540	2
ST2541	69
ST2542	2
ST2552	3
ST2553	1
ST2554	13
ST2555	2
ST2556	68
ST2557	10
ST2558	14
ST2562	21
ST2563	3
ST2565	2
ST2567	2
ST2568	1
ST2569	10
ST2570	5
ST2585	4
ST2589	1
ST2590	4
ST2593	12
ST2598	35
ST2599	14
ST26	71
ST2600	3
ST2601	6
ST2602	28
ST2603	1
ST2604	21
ST2606	12
ST2607	14
ST2608	1
ST2611	2
ST2612	6
ST2614	24
ST2617	11
ST2618	2
ST2619	25
ST2622	29
ST2624	2
ST2626	4
ST2628	11
ST2629	2
ST2639	2
ST2640	2
ST265	3
ST2650	2
ST2659	40
ST2666	1
ST2671	2
ST2673	1
ST2674	2
ST2678	15
ST2683	1
ST2684	1
ST2685	3
ST2686	1
ST2687	1
ST2688	1
ST2689	2
ST2690	21
ST2691	1
ST2692	1
ST2693	2
ST2694	1
ST2696	1
ST2697	1
ST2698	4
ST2699	1
ST270	41
ST2701	2
ST2702	1
ST2705	98
ST2707	2
ST2708	1
ST2711	4
ST2712	1
ST2713	4
ST2714	2
ST2715	48
ST2722	14
ST2723	4
ST2726	5
ST2728	6
ST2732	10
ST2739	9
ST2741	9
ST2742	1
ST2753	1
ST2757	1
ST2758	5
ST2766	10
ST2768	6
ST2772	22
ST2773	13
ST2774	2
ST2776	1
ST2778	1
ST278	328
ST2780	1
ST2781	2
ST2785	11
ST2787	14
ST279	1
ST2792	31
ST2794	1
ST2795	9
ST2797	5
ST28	156
ST280	6
ST2800	6
ST2803	2
ST2808	9
ST281	1
ST2811	7
ST2812	1
ST2813	3
ST2819	1
ST2820	1
ST2824	1
ST2825	3
ST2826	1
ST2828	1
ST2836	25
ST2847	76
ST2851	26
ST2852	9
ST2853	4
ST2854	2
ST2858	1
ST2869	1
ST2870	1
ST2873	1
ST2874	1
ST2875	1
ST2876	1
ST2877	1
ST2878	1
ST2879	1
ST2880	1
ST2881	1
ST2882	1
ST2883	1
ST2884	1
ST2885	1
ST2886	1
ST2887	1
ST2889	1
ST2890	1
ST2891	1
ST29	619
ST2913	2
ST2914	20
ST2928	1
ST2929	3
ST2930	4
ST2935	9
ST2936	10
ST294	30
ST2944	5
ST2945	3
ST2946	6
ST2948	2
ST295	278
ST2951	1
ST2952	27
ST2954	2
ST2958	1
ST2959	7
ST2964	3
ST2966	40
ST2967	23
ST297	722
ST2973	39
ST298	1
ST2985	1
ST299	1
ST3	29
ST30	1
ST300	266
ST3006	7
ST301	458
ST3011	2
ST3012	1
ST3014	29
ST3017	2
ST3018	23
ST3021	12
ST3022	1
ST3024	2
ST3030	1
ST3032	18
ST3033	5
ST3036	3
ST3037	1
ST3042	4
ST3045	33
ST3052	11
ST3053	7
ST3054	3
ST3056	3
ST3057	44
ST3058	4
ST306	211
ST3075	20
ST3076	8
ST3090	13
ST31	95
ST3100	3
ST3101	138
ST3103	1
ST3107	68
ST311	16
ST314	4
ST315	49
ST3153	7
ST316	72
ST3165	1
ST3166	1
ST3167	4
ST3168	9
ST317	1
ST3171	11
ST3172	2
ST3177	6
ST3188	8
ST3190	11
ST32	913
ST3202	15
ST3203	2
ST3205	4
ST321	5
ST3211	2
ST3221	2
ST3231	3
ST3232	10
ST3233	9
ST3234	30
ST3236	3
ST3246	6
ST3247	3
ST3249	10
ST325	34
ST3258	20
ST3268	18
ST327	130
ST3270	7
ST3274	20
ST328	125
ST3281	3
ST3285	4
ST3288	4
ST329	246
ST3291	1
ST3293	1
ST3298	1
ST33	857
ST330	21
ST3300	1
ST3301	4
ST3303	4
ST3304	4
ST3306	7
ST332	38
ST3321	5
ST3322	6
ST3324	1
ST333	30
ST3331	4
ST3337	1
ST3345	14
ST3346	4
ST335	149
ST3352	1
ST3354	1
ST336	84
ST337	29
ST3381	13
ST339	1
ST34	565
ST3405	1
ST3406	1
ST342	259
ST343	84
ST344	1
ST345	282
ST347	9
ST3476	20
ST3478	5
ST348	49
ST3485	1
ST3489	22
ST349	387
ST3494	6
ST3497	2
ST35	13
ST350	76
ST351	114
ST3519	27
ST352	14
ST3520	3
ST3524	5
ST3525	8
ST3531	2
ST354	402
ST3541	7
ST3546	8
ST3549	8
ST355	247
ST3550	1
ST3553	2
ST3558	2
ST3559	5
ST3564	11
ST357	165
ST3570	32
ST3572	11
ST3573	3
ST3574	4
ST3576	26
ST358	1
ST3580	264
ST3586	1
ST3587	1
ST3589	4
ST359	101
ST3590	1
ST3593	13
ST3594	14
ST3595	68
ST360	8
ST3601	12
ST3602	22
ST3606	1
ST361	385
ST3610	1
ST3616	2
ST362	209
ST3625	2
ST363	24
ST3630	13
ST3631	7
ST3634	2
ST3638	3
ST3640	4
ST366	30
ST3666	4
ST367	20
ST3670	1
ST3672	21
ST3689	1
ST369	22
ST3692	4
ST3693	1
ST3695	27
ST3696	3
ST3698	1
ST3700	2
ST3703	1
ST371	64
ST3711	9
ST3714	27
ST3716	1
ST372	802
ST3721	11
ST3723	1
ST373	16
ST3742	2
ST3744	5
ST3748	5
ST3752	2
ST3759	22
ST376	13
ST3764	5
ST3765	1
ST3770	1
ST3774	4
ST3776	7
ST3777	1
ST3778	7
ST378	23
ST3782	2
ST38	2032
ST380	4
ST381	113
ST382	25
ST3835	1
ST384	1
ST3840	1
ST3854	1
ST3856	17
ST3857	3
ST3858	6
ST386	68
ST3860	2
ST3862	2
ST3863	6
ST3864	4
ST3871	2
ST3873	5
ST3877	13
ST388	152
ST3888	1
ST3889	27
ST3891	1
ST3892	1
ST3896	2
ST3897	1
ST39	13
ST390	37
ST3902	2
ST3910	15
ST392	141
ST3924	1
ST393	127
ST3930	1
ST3931	2
ST3933	4
ST3937	2
ST394	235
ST3941	14
ST3944	16
ST3947	3
ST396	11
ST397	1
ST398	249
ST399	269
ST3994	2
ST3995	6
ST3997	2
ST3998	7
ST4	119
ST40	293
ST4009	1
ST401	112
ST4012	1
ST4014	6
ST4015	9
ST4017	1
ST4025	3
ST4028	2
ST4035	5
ST4038	66
ST404	181
ST4040	5
ST4045	13
ST4049	3
ST405	927
ST4050	3
ST4053	2
ST4054	2
ST4058	5
ST4059	1
ST4060	18
ST4063	3
ST4074	1
ST4080	7
ST4085	8
ST4086	20
ST4087	14
ST4088	9
ST409	106
ST4092	3
ST4093	6
ST4094	1
ST4095	1
ST4096	2
ST41	1
ST410	1225
ST4101	7
ST4102	1
ST4108	3
ST4110	1
ST4118	5
ST4119	7
ST4121	3
ST4134	8
ST4138	14
ST414	17
ST415	5
ST4151	18
ST4152	1
ST4153	1
ST4156	2
ST416	30
ST4162	18
ST4164	4
ST4166	6
ST4169	2
ST4173	11
ST4175	10
ST4178	4
ST4179	5
ST4197	12
ST4198	55
ST42	43
ST420	121
ST4204	6
ST421	55
ST4212	1
ST4213	34
ST4214	8
ST4219	10
ST4225	7
ST423	34
ST4238	6
ST424	17
ST4242	1
ST4243	22
ST4245	2
ST4247	8
ST4248	2
ST4252	4
ST4253	8
ST4260	14
ST4267	29
ST4268	3
ST4274	1
ST4279	3
ST428	224
ST4283	2
ST4289	1
ST429	265
ST4290	2
ST4293	1
ST4296	1
ST43	217
ST4305	17
ST4353	2
ST4358	9
ST4360	5
ST4362	1
ST4363	1
ST4373	7
ST4375	1
ST4377	2
ST4379	40
ST4382	7
ST4385	2
ST4387	1
ST4388	4
ST4389	1
ST4392	14
ST4398	7
ST44	155
ST440	5
ST4400	1
ST4408	2
ST441	98
ST4417	5
ST442	1065
ST4421	8
ST4423	1
ST4427	1
ST4429	28
ST443	219
ST4434	3
ST445	1
ST4450	16
ST4456	10
ST4458	2
ST446	180
ST4467	4
ST447	36
ST448	191
ST4481	13
ST449	54
ST4493	5
ST4496	53
ST45	6
ST450	65
ST4503	1
ST4511	1
ST4512	15
ST4516	6
ST452	62
ST4520	1
ST4525	1
ST4527	3
ST453	256
ST4532	13
ST4537	13
ST454	1
ST4541	5
ST4542	2
ST4545	4
ST4546	1
ST4550	12
ST4552	3
ST4553	16
ST4554	16
ST4559	11
ST4566	4
ST4567	1
ST4568	4
ST457	358
ST4572	1
ST4574	1
ST4576	12
ST4577	7
ST4578	1
ST4580	5
ST4590	2
ST4594	2
ST4597	3
ST4598	9
ST4599	5
ST46	293
ST4602	1
ST4603	1
ST4604	1
ST4605	1
ST4607	1
ST4608	5
ST4611	4
ST4612	1
